uvig_id,UViG ID,Genome Name,Total Scaffolds,Lineage,Viral OTUs,geNomad Score,UViG Topology,UViG Source,Quality,Length,EstimatedCompleteness,Total CDS Count,Total tRNA Count,EstimatedContamination,UViG Origin,Ecosystem,Predicted Host Lineage,Host Detection Method
IMGVR_UViG_3300010113_000099,IMGVR_UViG_3300010113_000099,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_24_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366224,0.84,Linear,Metatranscriptome,Low,2381,3.34,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010113_000101,IMGVR_UViG_3300010113_000101,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_24_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366220,0.76,Linear,Metatranscriptome,Low,2775,3.67,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010113_000103,IMGVR_UViG_3300010113_000103,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_24_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368663,0.75,Linear,Metatranscriptome,Low,2163,1.85,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,d__Bacteria; p__Chloroflexota; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae;,k-mer match
IMGVR_UViG_3300010115_000094,IMGVR_UViG_3300010115_000094,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_5_16_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366205,0.77,Linear,Metatranscriptome,Low,2375,2.23,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010116_000119,IMGVR_UViG_3300010116_000119,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_20_2_24_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366193,0.86,Linear,Metatranscriptome,Unsure,2723,NA,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010116_000125,IMGVR_UViG_3300010116_000125,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_20_2_24_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368663,0.77,Linear,Metatranscriptome,Low,2086,1.79,1,1,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,d__Bacteria; p__Chloroflexota; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae;,k-mer match
IMGVR_UViG_3300010121_000070,IMGVR_UViG_3300010121_000070,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_16_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368663,0.78,Linear,Metatranscriptome,Low,2013,1.72,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,d__Bacteria; p__Chloroflexota; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae;,k-mer match
IMGVR_UViG_3300010124_000098,IMGVR_UViG_3300010124_000098,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_5_4_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366205,0.79,Linear,Metatranscriptome,Low,2304,2.16,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010125_000100,IMGVR_UViG_3300010125_000100,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_16_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00367988,0.76,Linear,Metatranscriptome,Low,4113,4.78,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010125_000101,IMGVR_UViG_3300010125_000101,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_20_5_16_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366193,0.8,Direct terminal repeat,Metatranscriptome,Unsure,2877,NA,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010129_000209,IMGVR_UViG_3300010129_000209,"Marine microbial and viral communities from Louisiana Shelf, Gulf of Mexico - GoM_2015_C6C_237_18m (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00365302,0.8,Linear,Metatranscriptome,Unsure,2363,NA,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Hypoxic zone,;,
IMGVR_UViG_3300010129_000212,IMGVR_UViG_3300010129_000212,"Marine microbial and viral communities from Louisiana Shelf, Gulf of Mexico - GoM_2015_C6C_237_18m (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00318213,0.79,Linear,Metatranscriptome,Low,2862,2.49,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Hypoxic zone,;,
IMGVR_UViG_3300010130_000092,IMGVR_UViG_3300010130_000092,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_5_4_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366205,0.8,Linear,Metatranscriptome,Low,2323,2.18,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010134_000118,IMGVR_UViG_3300010134_000118,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_2_8_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368057,0.68,Linear,Metatranscriptome,Low,2604,3.38,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010136_000113,IMGVR_UViG_3300010136_000113,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_40_2_24_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368848,0.82,Direct terminal repeat,Metatranscriptome,Unsure,2039,NA,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010141_000108,IMGVR_UViG_3300010141_000108,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_5_8_2 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00366205,0.8,Linear,Metatranscriptome,Low,2361,2.21,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010142_000122,IMGVR_UViG_3300010142_000122,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_2_4_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368150,0.73,Linear,Metatranscriptome,Low,3462,3.72,3,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010142_000126,IMGVR_UViG_3300010142_000126,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_40_2_4_1 metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00282655,0.73,Linear,Metatranscriptome,Low,2392,3.41,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010144_001012,IMGVR_UViG_3300010144_001012,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Plant_11_14_C (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00318350,0.79,Linear,Metatranscriptome,Unsure,2414,NA,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Freshwater; Wetlands,;,
IMGVR_UViG_3300010145_000102,IMGVR_UViG_3300010145_000102,"Soil microbial communities from Hawaii, USA to study soil gas exchange rates - KP-HI-INT metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368961,0.96,Linear,Metatranscriptome,Unsure,2401,NA,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010146_000340,IMGVR_UViG_3300010146_000340,"Soil microbial communities from California, USA to study soil gas exchange rates - JR-CA-SND metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368278,0.79,Linear,Metatranscriptome,Low,3191,4.17,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Grasslands,;,
IMGVR_UViG_3300010152_000838,IMGVR_UViG_3300010152_000838,"Soil microbial communities from Oklahoma, USA to study soil gas exchange rates - GP-OK-ARM metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368358,0.91,Linear,Metatranscriptome,Unsure,3458,NA,4,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Agricultural land,;,
IMGVR_UViG_3300010152_000890,IMGVR_UViG_3300010152_000890,"Soil microbial communities from Oklahoma, USA to study soil gas exchange rates - GP-OK-ARM metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368339,0.74,Linear,Metatranscriptome,Unsure,3022,NA,2,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Agricultural land,;,
IMGVR_UViG_3300010152_000893,IMGVR_UViG_3300010152_000893,"Soil microbial communities from Oklahoma, USA to study soil gas exchange rates - GP-OK-ARM metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368419,0.74,Linear,Metatranscriptome,Low,2597,3.58,1,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Agricultural land,;,
IMGVR_UViG_3300010154_000568,IMGVR_UViG_3300010154_000568,"Soil microbial communities from Willow Creek, Wisconsin, USA - WC-WI-TBF metaT (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00368627,0.91,Linear,Metatranscriptome,Low,5531,1.97,5,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Temperate forest,;,
IMGVR_UViG_3300010161_000050,IMGVR_UViG_3300010161_000050,Combined Assembly of Pinova apple microbial communities from Belgium,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368217,0.69,Linear,Metagenome,Low,12301,6.54,10,4,0,geNomad v1.1.0,Host-associated; Plants; Phyllosphere; Carposphere,;,
IMGVR_UViG_3300010162_000105,IMGVR_UViG_3300010162_000105,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368759,0.98,Linear,Metagenome,Low,8445,16.88,8,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000202,IMGVR_UViG_3300010162_000202,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368639,0.98,Linear,Metagenome,Low,5200,5.76,8,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000332,IMGVR_UViG_3300010162_000332,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368446,0.95,Linear,Metagenome,Low,18120,20.91,13,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000481,IMGVR_UViG_3300010162_000481,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368850,0.87,Linear,Metagenome,Low,10711,8.69,10,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000523,IMGVR_UViG_3300010162_000523,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368859,0.83,Linear,Metagenome,Low,5254,3.53,8,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000614,IMGVR_UViG_3300010162_000614,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02368495,0.8,Linear,Metagenome,Low,4690,4.02,6,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010162_000890,IMGVR_UViG_3300010162_000890,"Labiotermes labralis P1 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P1 (version 2) (version 2)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02457000,0.96,Provirus,Metagenome,Low,13113,20.11,14,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010163_001817,IMGVR_UViG_3300010163_001817,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02370366,0.96,Linear,Metagenome,Low,5853,11.89,9,0,9.14,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_001954,IMGVR_UViG_3300010163_001954,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02371000,0.96,Linear,Metagenome,Low,9498,21.82,7,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_002141,IMGVR_UViG_3300010163_002141,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02371343,0.91,Linear,Metagenome,Unsure,4399,NA,6,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_002689,IMGVR_UViG_3300010163_002689,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02369532,0.86,Linear,Metagenome,Low,11207,8.05,13,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003032,IMGVR_UViG_3300010163_003032,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02371441,0.76,Linear,Metagenome,Low,5751,3.91,7,0,50.32,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003152,IMGVR_UViG_3300010163_003152,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02370634,0.7,Linear,Metagenome,Low,5839,37.71,12,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003164,IMGVR_UViG_3300010163_003164,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02371774,0.78,Linear,Metagenome,Low,11090,12.12,17,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003170,IMGVR_UViG_3300010163_003170,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00690011,0.73,Linear,Metagenome,Low,17669,18.16,11,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003208,IMGVR_UViG_3300010163_003208,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02371740,0.74,Linear,Metagenome,Low,4442,2.89,6,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales;,k-mer match
IMGVR_UViG_3300010163_003260,IMGVR_UViG_3300010163_003260,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02372282,0.77,Linear,Metagenome,Unsure,22875,NA,28,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003264,IMGVR_UViG_3300010163_003264,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02372170,0.82,Linear,Metagenome,Unsure,11600,NA,13,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003433,IMGVR_UViG_3300010163_003433,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02369614,0.64,Linear,Metagenome,Low,4685,8.38,5,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003437,IMGVR_UViG_3300010163_003437,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02370854,0.78,Linear,Metagenome,Low,8922,11.21,9,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003501,IMGVR_UViG_3300010163_003501,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02369461,0.68,Linear,Metagenome,Unsure,5422,NA,6,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003634,IMGVR_UViG_3300010163_003634,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08613932,0.92,Provirus,Metagenome,Unsure,12303,NA,12,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010163_003687,IMGVR_UViG_3300010163_003687,"Cecal microbial community of the 13 lined ground squirrel in Duluth, Minnesota, USA. Combined Assembly of 10 SPs",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01380155,0.97,Provirus,Metagenome,Medium,30086,53.09,37,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300010167_000351,IMGVR_UViG_3300010167_000351,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373189,0.98,Linear,Metagenome,Low,4775,6.45,8,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_000380,IMGVR_UViG_3300010167_000380,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373646,0.97,Linear,Metagenome,Low,6846,11.19,11,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_000482,IMGVR_UViG_3300010167_000482,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373479,0.97,Linear,Metagenome,Low,6028,4.08,11,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_000851,IMGVR_UViG_3300010167_000851,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373243,0.94,Linear,Metagenome,Low,8711,17.81,11,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_000962,IMGVR_UViG_3300010167_000962,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373324,0.94,Linear,Metagenome,Medium,33084,67.17,37,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_001169,IMGVR_UViG_3300010167_001169,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02372936,0.89,Linear,Metagenome,Unsure,8729,NA,9,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_001311,IMGVR_UViG_3300010167_001311,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373543,0.9,Linear,Metagenome,Low,16166,32.8,22,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010167_001400,IMGVR_UViG_3300010167_001400,"Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02373728,0.74,Linear,Metagenome,Low,9546,8.42,10,0,0,geNomad v1.1.0,Host-associated; Arthropoda: Insects; Digestive system; Gut,;,
IMGVR_UViG_3300010236_000099,IMGVR_UViG_3300010236_000099,"Terrestrial oil reservoir microbial community from Schrader Bluff Formation, Alaska - SB1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02380235,0.96,Linear,Metagenome,Low,6015,12.23,7,0,0,geNomad v1.1.0,Environmental; Terrestrial; Oil reservoir;,d__Bacteria; p__Firmicutes_A;,k-mer match
IMGVR_UViG_3300010244_000083,IMGVR_UViG_3300010244_000083,"Processed tobacco microbial communities from Atlanta, GA, USA - retail point 1 - domestic moist snuff M6 re-assembly",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02380315,0.82,Linear,Metagenome,Unsure,13096,NA,10,0,0,geNomad v1.1.0,Engineered; Food production;,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae;,k-mer match
IMGVR_UViG_3300010259_000067,IMGVR_UViG_3300010259_000067,"Eastern black-and-white colobus group fecal microbial communities from Wisconsin, USA - Cm1022B metagenome",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02380446,0.88,Linear,Metagenome,Low,7717,9.73,10,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus;,k-mer match
