gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
EAUZPXBS_CDS_0064	34908	35180	+	NC_007581	-47912.298380211	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0065	35268	35819	+	NC_007581	-1409254.884181837	4182	235.0	0.621	4.166e-72	MF498773_p320	4182	247.082916	3.7130060545447776e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	4182	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0066	35844	36434	+	NC_007581	-186059039.32231504	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0067	36731	36627	-	NC_007581	-1.2635690892413725	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0068	36682	37794	+	NC_007581	-1284631774970.4575	116	143.0	0.412	8.317e-40	p321505 VI_05690	116	251.796387	2.8194484141362504e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	116	PHANOTATE_1.5.1	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0069	38066	37947	-	NC_007581	-0.0546076734488644	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0070	38036	38140	+	NC_007581	-0.1605724801597274	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0071	38213	38338	+	NC_007581	-3.860741210283936	2577	42.0	0.712	5.315e-07	p20485 VI_01658	2577	32.156879	2.1805844117751663e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	2577	PHANOTATE_1.5.1	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0072	38340	39437	+	NC_007581	-3975475623.2610974	506	315.0	0.413	1.821e-95	NC_007581_p21	506	462.719788	2.2453939236178145e-138	No_custom_HMM	No_custom_HMM	No_custom_HMM	506	PHANOTATE_1.5.1	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0073	39636	40553	+	NC_007581	-60211131775.24524	1815	149.0	0.441	1.082e-42	KY554769_p130	1815	143.732483	1.593353976401385e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	1815	PHANOTATE_1.5.1	CDS	#838383	guanylate kinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0074	40724	40533	-	NC_007581	-0.1006629975104	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0075	40698	41210	+	NC_007581	-96235.82601485965	35881	419.0	1.0	1.7009999999999998e-137	p71940 VI_05747	35881	373.894348	1.8955097857219307e-112	No_custom_HMM	No_custom_HMM	No_custom_HMM	35881	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0076	41411	41289	-	NC_007581	-1.2498442928839013	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0077	41392	41559	+	NC_007581	-140.85987178259248	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0078	41638	42270	+	NC_007581	-9089407.710744243	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0079	42272	42484	+	NC_007581	-162.069378062306	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0080	42511	42609	+	NC_007581	-15.193893605812397	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0081	42640	42825	+	NC_007581	-2464.2086012576165	4030	36.0	0.776	5.94e-06	p222528 VI_03822	1494	35.039799	1.599660056779345e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	4030	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0082	42863	43150	+	NC_007581	-3815.7783087533135	10236	167.0	0.887	2.4429999999999998e-51	NC_018860_p179	10236	133.013626	5.617940577768772e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	10236	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0083	43320	43207	-	NC_007581	-2.059234575615444	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0084	43643	43497	-	NC_007581	-0.0518087953033014	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0085	43602	43694	+	NC_007581	-2.76280195500418	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0086	43860	44423	+	NC_007581	-1149897.760416834	5889	273.0	0.719	3.588e-86	NC_022761_p151	5889	258.020477	1.4685586904547492e-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	5889	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0087	44627	44860	+	NC_007581	-180.05658031215697	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0088	44969	46195	+	NC_007581	-9849521559333524.0	2367	141.0	0.32	1.106e-38	p338366 VI_05037	2367	226.365189	1.1602654762485921e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	2367	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0089	46359	47333	+	NC_007581	-1260669940918.2705	1366	130.0	0.325	4.96e-35	p165524 VI_04513	1366	153.199341	2.2380999703989655e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	1366	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0090	47392	47838	+	NC_007581	-4731.137377182748	25520	318.0	1.0	1.4540000000000001e-102	p39504 VI_01268	25520	281.884521	1.7172953695369152e-84	No_custom_HMM	No_custom_HMM	No_custom_HMM	25520	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0091	47851	49347	+	NC_007581	-9.767506409150637e+16	19	83.0	0.204	7.993e-19	p414569 VI_10123	19	154.460007	1.0173717020175857e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	PHANOTATE_1.5.1	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0092	49360	50385	+	NC_007581	-19390692926.59352	47	93.0	0.283	1.578e-22	KX925554_p102	47	150.908447	1.1313378531468852e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	47	PHANOTATE_1.5.1	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0093	50396	51550	+	NC_007581	-604238626373.1686	1218	273.0	0.41	7.793e-83	p269126 VI_05785	1218	211.851151	3.2499225463539966e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	1218	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0094	51580	54678	+	NC_007581	-3.7942897383141655e+33	405	594.0	0.363	4.6720000000000005e-180	p13883 VI_00993	405	849.220459	1.093552419566888e-254	No_custom_HMM	No_custom_HMM	No_custom_HMM	405	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0095	54678	56918	+	NC_007581	-7.188178576868167e+20	4412	848.0	0.588	9.561e-273	p152729 VI_00586	4412	889.433411	3.8436336416063087e-267	No_custom_HMM	No_custom_HMM	No_custom_HMM	4412	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease V	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0096	56999	57088	+	NC_007581	-2.517074012042873	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0097	57220	57444	+	NC_007581	-302.6516411048554	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0098	57557	57742	+	NC_007581	-1587.0360016575664	20526	138.0	1.0	7.352e-42	p269131 VI_05785	20526	113.61615	6.146355725374676e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	20526	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0099	57858	58058	+	NC_007581	-2.0242299618619115	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0100	58081	58614	+	NC_007581	-137482.89045191355	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0101	58630	58929	+	NC_007581	-10797.161935991831	35252	56.0	0.401	1.236e-12	p24387 VI_04553	35252	58.069885	2.5158831704452165e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	35252	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0102	58945	59349	+	NC_007581	-295311.73265639495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0103	59520	59428	-	NC_007581	-0.9802215013349562	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0104	60462	59740	-	NC_007581	-13687355.51853426	30023	566.0	1.0	9.413e-187	p269134 VI_05785	30023	493.753357	1.5644291817545406e-148	No_custom_HMM	No_custom_HMM	No_custom_HMM	30023	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0105	60736	60647	-	NC_007581	-1.9091767786477143	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0106	60693	61073	+	NC_007581	-18237.131351097603	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0107	61097	61519	+	NC_007581	-396.80801440706233	27705	304.0	1.0	6.66e-98	p349299 VI_05748	27705	254.009445	1.1681050103033304e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	27705	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0108	61562	62308	+	NC_007581	-1036374.0302121872	23309	561.0	1.0	4.557e-185	p349298 VI_05748	23309	510.256073	1.5858266753981162e-153	No_custom_HMM	No_custom_HMM	No_custom_HMM	23309	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0109	62411	62563	+	NC_007581	-165.33867362590712	19563	125.0	1.0	4.156e-37	p349297 VI_05748	19563	109.756126	1.3064979219979325e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	19563	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0110	62623	62838	+	NC_007581	-1391.4113333761093	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	22	36.919155	7.224785060445121e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	22	PHANOTATE_1.5.1	CDS	#ffdf59	thioredoxin domain	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0111	62853	63383	+	NC_007581	-404469.3035134278	626	128.0	0.41	1.2330000000000001e-35	NC_029009_p70	626	114.018883	1.0009252566662322e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	626	PHANOTATE_1.5.1	CDS	#ffdf59	anaerobic ribonucleotide reductase small subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0112	63385	66321	+	NC_007581	-6.609486612353961e+34	25611	2380.0	1.0	0.0	NC_007581_p76	25611	2163.909424	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	25611	PHANOTATE_1.5.1	CDS	#ffdf59	anaerobic ribonucleoside reductase large subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0113	66390	66581	+	NC_007581	-61.91312452282584	38239	170.0	1.0	4.322999999999999e-53	NC_007581_p77	38239	159.909164	2.5612080440869905e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	38239	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0114	66653	67120	+	NC_007581	-2622304.637192866	135	97.0	0.426	6.37e-26	NC_027996_p7	135	164.481979	1.2118746502488424e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	135	PHANOTATE_1.5.1	CDS	#ffdf59	dUTPase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0115	67147	67326	+	NC_007581	-57.90667362453369	21941	150.0	1.0	3.614e-46	p349293 VI_05748	21941	144.814911	1.1165438966675029e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	21941	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0116	67310	67408	+	NC_007581	-1.6579772075903163	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0117	67405	67770	+	NC_007581	-76154.52564551587	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0118	67935	68474	+	NC_007581	-4008.356046680881	27454	443.0	1.0	1.5779999999999998e-145	p372067 VI_12483	27454	388.697601	7.372897005613875e-117	No_custom_HMM	No_custom_HMM	No_custom_HMM	27454	PHANOTATE_1.5.1	CDS	#a861e3	RNA polymerase sigma factor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0119	70420	68549	-	NC_007581	-5.922302864050754e+16	19833	1475.0	1.0	0.0	p269147 VI_05785	19833	1414.000488	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	19833	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0120	70874	70434	-	NC_007581	-793.5864588361494	19135	354.0	1.0	2.189e-115	p372069 VI_12483	19135	322.433105	7.886468378635553e-97	No_custom_HMM	No_custom_HMM	No_custom_HMM	19135	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0121	71797	70937	-	NC_007581	-58043288.824801855	21883	676.0	1.0	4.1559999999999996e-224	p269149 VI_05785	21883	600.508423	9.575581530928756e-181	No_custom_HMM	No_custom_HMM	No_custom_HMM	21883	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0122	71785	71880	+	NC_007581	-0.089622955359909	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0123	71898	71990	+	NC_007581	-3.248495023103116	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0124	72060	75650	+	NC_007581	-6.327789151107741e+42	16579	2333.0	0.931	0.0	p372071 VI_12483	16579	1726.457642	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	16579	PHANOTATE_1.5.1	CDS	#ff59f5	toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0125	75665	79540	+	NC_007581	-3.544125691033052e+42	16579	1814.0	0.784	0.0	p372071 VI_12483	16579	2219.228027	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	16579	PHANOTATE_1.5.1	CDS	#ff59f5	toxin	moron, auxiliary metabolic gene and host takeover	VFG043773(gb|YP_398516) (bont) botulinum neurotoxin, BoNT [BoNT (VF0375) - Exotoxin (VFC0235)] [Clostridium botulinum C str. Stockholm] 	2625.0	0.966	0.0	Clostridium botulinum C str. Stockholm	bont	botulinum neurotoxin, BoNT	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0126	79918	80463	+	NC_007581	-2811027.1873208936	23520	397.0	1.0	1.367e-129	NC_007581_p87	23520	363.199036	4.312256674027412e-109	No_custom_HMM	No_custom_HMM	No_custom_HMM	23520	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0127	80553	80807	+	NC_007581	-306.5969130178185	35705	218.0	1.0	2.997e-69	NC_007581_p88	35705	196.485291	1.4519254329078218e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	35705	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EAUZPXBS_CDS_0128	80862	80987	+	NC_007581	-20.41788733291612	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
