Node_ID	Description	Lowest Taxa	Colour (Lowest taxa)
OR420742	Methylophilales phage MEP432	Autographiviridae	#537AB6
OR420740	Roseobacter phage CRP-114	Autographiviridae	#537AB6
OR420739	Methylophilales phage MEP431	Autographiviridae	#537AB6
OR420738	Pelagibacter phage HTVC131P	Autographiviridae	#537AB6
OR420737	Roseobacter phage CRP-171	Autographiviridae	#537AB6
OR420736	Pelagibacter phage HTVC304P	Autographiviridae	#537AB6
OR420735	Pelagibacter phage HTVC168P	Autographiviridae	#537AB6
OR420734	Roseobacter phage CRP-804	Autographiviridae	#537AB6
OQ784832	Streptomyces phage Mulchroom	Unclassified	#D3D3D3
OQ357865	Satellite phage MiniFlayer	Unclassified	#D3D3D3
LC785692	Bacillus phage CM1	Unclassified	#D3D3D3
OR636717	Shewanella phage ZP9	Unclassified	#D3D3D3
OR575930	Pseudomonas phage PseuGes_254	Unclassified	#D3D3D3
OR575929	phage csAssE-Sib	Unclassified	#D3D3D3
OR565852	Citrobacter phage phiNP	Unclassified	#D3D3D3
OR565851	Citrobacter phage Shae_phiSM	Unclassified	#D3D3D3
OR387547	Klebsiella phage P06	Unclassified	#D3D3D3
OR387546	Klebsiella phage P01	Unclassified	#D3D3D3
OR344854	Salmonella phage PRF-SP10	Kayfunavirus	#A09B04
OR344853	Salmonella phage PRF-SP9	Kayfunavirus	#A09B04
OQ921102	Klebsiella phage vB_KpnP_EKp2	Unclassified	#D3D3D3
OQ921101	Klebsiella phage vB_KpnP_MUC100	Unclassified	#D3D3D3
OQ863045	Brochothrix phage BtpYZU03	Unclassified	#D3D3D3
OQ863044	Brochothrix phage BtpYZU02	Unclassified	#D3D3D3
OR545059	Yersinia phage vB_YpM_476B	Unclassified	#D3D3D3
OR545058	Yersinia phage vB_YpM_476A	Unclassified	#D3D3D3
OR545057	Yersinia phage vB_YpM_117	Unclassified	#D3D3D3
OR545056	Yersinia phage vB_YpM_115	Unclassified	#D3D3D3
OR545055	Yersinia phage vB_YpM_44	Unclassified	#D3D3D3
OR545054	Yersinia phage vB_YpM_41	Unclassified	#D3D3D3
OR545053	Yersinia phage vB_YpM_39	Unclassified	#D3D3D3
OR672055	Proteus phage P2-71	Lavrentievavirus	#545BD7
OR621298	Escherichia phage vB_EcoD-Elw	Unclassified	#D3D3D3
OR611941	Pseudomonas phage PBJ	Pbunavirus	#2B4FDE
OR420688	Vibrio phage VRU	Unclassified	#D3D3D3
OR426634	Klebsiella phage pKMKP103	Unclassified	#D3D3D3
OR396896	Achromobacter phage tuull	Unclassified	#D3D3D3
OR238910	Pseudomonas phage PA69	Unclassified	#D3D3D3
OR602703	Staphylococcus phage vB_SauM-V1SA15	Kayvirus	#3E7B70
OR602702	Staphylococcus phage vB_SauM-V1SA09	Kayvirus	#3E7B70
OR602701	Staphylococcus phage vB_SauP-V4SA02	Rosenblumvirus	#77C0BD
OR526489	Salmonella phage STP-3	Chivirus	#9043A9
OR526488	Salmonella phage STP-2	Chivirus	#9043A9
OR526487	Salmonella phage STP-1	Cornellvirus	#89DB06
OR677401	Escherichia phage LQ5	Unclassified	#D3D3D3
OR474059	Lambdavirus lambda	Lambdavirus	#EE4C26
OR576727	Myxococcus phage Mx1	Unclassified	#D3D3D3
OP820702	Aeromonas phage vB_AdhM_DL	Unclassified	#D3D3D3
OP820701	Aeromonas phage vB_AdhM_TS9	Unclassified	#D3D3D3
OP820700	Aeromonas phage vB_AdhS_TS3	Unclassified	#D3D3D3
OP627531	Pseudomonas phage vB-PaeM-YQ78	Unclassified	#D3D3D3
OY757062	Klebsiella phage vB_Ko_K66PH128C1	Drulisvirus	#32F2B2
OY757061	Klebsiella phage vB_Kpn_K10PH82C1	Przondovirus	#746C78
OR538763	Pseudomonas phage PSP30	Unclassified	#D3D3D3
OR538762	Pseudomonas phage PSP3-DeSoir-2023	Pbunavirus	#2B4FDE
OR538761	Pseudomonas phage PSP2	Unclassified	#D3D3D3
OY757094	Klebsiella phage vB_Ko_K29PH164C1	Drexlerviridae	#A63C53
OY757093	Klebsiella phage vB_Kpn_K2069PH1	Webervirus	#C82495
OY757092	Klebsiella phage vB_Kpn_K24PH164C1	Drulisvirus	#32F2B2
OY757091	Klebsiella phage vB_Kpn_K17alpha61	Webervirus	#C82495
OY757090	Klebsiella phage vB_Kpn_K80PH1317a	Przondovirus	#746C78
OY757089	Klebsiella phage vB_Kpn_K28PH129	Webervirus	#C82495
OY757088	Klebsiella phage vB_Kpl_K72PH164C2	Drulisvirus	#32F2B2
OY757087	Klebsiella phage vB_Kpn_K80PH1317b	Przondovirus	#746C78
OY757067	Klebsiella phage vB_Kpn_K23PH08C2	Mydovirus	#9F7335
OY757066	Klebsiella phage vB_Ko_K70PH128C1	Unclassified	#D3D3D3
OY757065	Klebsiella phage vB_Kpn_K40PH129C1	Drulisvirus	#32F2B2
OY757064	Klebsiella phage vB_Kpn_K62PH164C2	Drexlerviridae	#A63C53
OY757063	Klebsiella phage vB_Kpl_K59PH2	Melnykvirinae	#FC0291
OX639564	Clostridium phage CAK1	Inoviridae	#3A6237
OR553911	Microbacterium phage ChikPic	Elerivirus	#0A66C5
OR573959	Staphylococcus phage vB_SA_STAP152	Unclassified	#D3D3D3
MZ573780	Mammaliicoccus phage vB_MscM-PMS3	Twortvirinae	#18F1A6
OQ818709	Erwinia phage Tian	Kolesnikvirus	#E5874C
OQ818708	Erwinia phage Tapenade	Eracentumvirus	#E93A20
OQ818707	Erwinia phage Rouille	Kolesnikvirus	#E5874C
OQ818706	Erwinia phage Pistou	Kolesnikvirus	#E5874C
OQ818705	Erwinia phage Pastis	Waedenswilvirus	#CC5A9A
OQ818704	Erwinia phage Papaline	Loessnervirus	#E242E1
OQ818703	Erwinia phage Panisse	Kolesnikvirus	#E5874C
OQ818702	Erwinia phage Orgeat	Loessnervirus	#E242E1
OQ818701	Erwinia phage Nougat	Loessnervirus	#E242E1
OQ818700	Erwinia phage Navette	Loessnervirus	#E242E1
OQ818699	Erwinia phage Mauresque	Loessnervirus	#E242E1
OQ818698	Erwinia phage Fougasse	Loessnervirus	#E242E1
OQ818697	Erwinia phage Farigoule	Loessnervirus	#E242E1
OQ818696	Erwinia phage Calisson	Loessnervirus	#E242E1
OQ818695	Erwinia phage Berlingot	Loessnervirus	#E242E1
OQ818694	Erwinia phage Aioli	Loessnervirus	#E242E1
MT813197	Escherichia phage vB_EcoP_Kapi1	Lederbergvirus	#822C8B
OR578708	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR578707	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR578706	Microcoleus phage My-WqHQDG	Unclassified	#D3D3D3
OR506460	Enterococcus phage AS-M1_NWU	Unclassified	#D3D3D3
OR637327	Klebsiella phage iPHaGe-KPN-11i	Unclassified	#D3D3D3
OR637326	Klebsiella phage iPHaGe-KPN-12i	Unclassified	#D3D3D3
OR538032	Vibrio phage PG216	Schizotequatrovirus	#1AB16B
OR620964	Yersinia phage fHe-Yen9-02	Unclassified	#D3D3D3
OR620963	Yersinia phage fHe-Yen8-01	Unclassified	#D3D3D3
OR670491	Escherichia phage vB_EcoM_JNE01	Unclassified	#D3D3D3
OR472329	Vibrio phage vB_VibM_10AMN	Unclassified	#D3D3D3
OQ851348	Staphylococcus phage MSP1	Unclassified	#D3D3D3
OP534061	Enterococcus phage H1	Unclassified	#D3D3D3
OR604635	Pseudomonas phage UF_RH9	Septimatrevirus	#6EB3D3
OR700190	Klebsiella phage SH-KP2492	Unclassified	#D3D3D3
OR589135	Pseudomonas phage UF_RH7	Unclassified	#D3D3D3
OP548052	Xanthomonas phage NED111	Pradovirus	#A6D277
OQ992558	Escherichia phage L14	Tequatrovirus	#E54147
OR529306	Escherichia phage PCM001	Mosigvirus	#3CE872
OK665488	Pseudomonas phage VB_PaeP_VL1	Litunavirus	#12E8D9
MN101226	Klebsiella phage KMI12	Jiaodavirus	#26DE60
OR567511	Enterobacter phage vB_Ent31	Unclassified	#D3D3D3
CP072507	Klebsiella phage NAR688	Unclassified	#D3D3D3
OP562166	Xanthomonas virus PB119	Pokkenvirus	#B54381
OL436246	Staphylococcus phage vB_SauM-HM01	Silviavirus	#0EE56C
OL436245	Staphylococcus phage vB_SurM-PSU4	Baoshanvirus	#25CE60
OR493421	Klebsiella phage YC1	Unclassified	#D3D3D3
OR283216	Rhodococcus phage MacGully	Zierdtviridae	#CFE0F0
OR283215	Microbacterium phage Dooby	Paopuvirus	#47CAF1
OR283214	Microbacterium phage Picnic	Paopuvirus	#47CAF1
OR283213	Microbacterium phage Horacetta	Paopuvirus	#47CAF1
OR283212	Microbacterium phage Rhogar	Paopuvirus	#47CAF1
OR283211	Microbacterium phage Goobery	Paopuvirus	#47CAF1
OR283210	Microbacterium phage Douggie	Paopuvirus	#47CAF1
OR283209	Microbacterium phage LionelHutz	Paopuvirus	#47CAF1
OR283208	Microbacterium phage Danimal	Paopuvirus	#47CAF1
OR283207	Microbacterium phage Chatham	Paopuvirus	#47CAF1
OR283206	Gordonia phage MoontowerMania	Kroosvirus	#0C3D54
OQ756160	Xanthomonas phage XAP3	Zhonglingvirus	#46BAC6
OK539833	Salmonella phage vB_SenM-pSJ21	Felixounavirus	#84F82A
OK539832	Salmonella phage vB_SenAc-pSC20	Kuttervirus	#2D1BBB
LC779065	Yersinia phage vB_Yru_GN1	Unclassified	#D3D3D3
OR577172	Pseudomonas phage Rollin	Unclassified	#D3D3D3
OR481007	Pseudomonas phage ZU-1221	Casjensviridae	#CF770A
MZ171369	Methanoculleus virus Blf4	Flagovirus	#797241
OR260090	Caulobacter phage Quill_5.2	Unclassified	#D3D3D3
OR260089	Caulobacter phage GB2A	Unclassified	#D3D3D3
OR228460	Pseudomonas phage fMGyn-Pae01	Unclassified	#D3D3D3
OR228459	Klebsiella phage fENko-Kae01	Unclassified	#D3D3D3
OR234010	Listeria phage LP-LmcIH1-9	Unclassified	#D3D3D3
OR234009	Listeria phage LP-LmcIH1-8	Unclassified	#D3D3D3
OR591532	Klebsiella phage KL01	Unclassified	#D3D3D3
OR578534	Acinetobacter phage ABp57	Autographiviridae	#537AB6
OR545379	Escherichia phage Sekstaphage-1	Unclassified	#D3D3D3
OR509539	Pseudomonas phage PASB7	Unclassified	#D3D3D3
OR498728	Escherichia phage ZX4221	Unclassified	#D3D3D3
OR474483	Staphylococcus phage vB_StaA_PSa6	Unclassified	#D3D3D3
MZ911962	Escherichia phage PLYYY01	Unclassified	#D3D3D3
OR413586	Salmonella phage SPLA9	Unclassified	#D3D3D3
OR413585	Salmonella phage SPLA5c	Unclassified	#D3D3D3
OR413584	Salmonella phage SPLA5b	Unclassified	#D3D3D3
OR413583	Salmonella phage SPLA5a	Unclassified	#D3D3D3
OR413582	Salmonella phage SPLA4	Unclassified	#D3D3D3
OR413581	Salmonella phage SPLA3	Unclassified	#D3D3D3
OR413580	Salmonella phage SPLA2	Unclassified	#D3D3D3
OR413579	Salmonella phage SPLA1b	Unclassified	#D3D3D3
OR413578	Salmonella phage SPLA1a	Unclassified	#D3D3D3
OR413577	Salmonella phage SPLA12	Unclassified	#D3D3D3
OR413576	Salmonella phage SPLA11	Unclassified	#D3D3D3
OR413575	Salmonella phage SPLA10	Unclassified	#D3D3D3
OR180314	Acinetobacter phage A3926.3	Unclassified	#D3D3D3
OR180313	Acinetobacter phage A2490.3	Unclassified	#D3D3D3
OR180312	Acinetobacter phage A1626.2	Unclassified	#D3D3D3
OR180310	Acinetobacter phage A832.1	Unclassified	#D3D3D3
OR180309	Acinetobacter phage A2.1	Unclassified	#D3D3D3
OR180308	Acinetobacter phage P711	Unclassified	#D3D3D3
OR180307	Acinetobacter phage P577	Unclassified	#D3D3D3
OR180306	Acinetobacter phage P115	Unclassified	#D3D3D3
OR613483	Mycobacterium phage PurduePete	Unclassified	#D3D3D3
OR613482	Mycobacterium phage StubbySaigey	Unclassified	#D3D3D3
OR613481	Microbacterium phage Rapheph	Unclassified	#D3D3D3
OR613480	Arthrobacter phage Argan	Unclassified	#D3D3D3
OR613479	Arthrobacter phage MooKitty	Unclassified	#D3D3D3
OR613478	Microbacterium phage BabyDotz	Unclassified	#D3D3D3
OR613477	Arthrobacter phage SerialPhiller	Unclassified	#D3D3D3
OR613476	Microbacterium phage Blage	Unclassified	#D3D3D3
OR613475	Gordonia phage OlgasClover	Unclassified	#D3D3D3
OR613474	Microbacterium phage PhunaPhoke	Unclassified	#D3D3D3
OR613473	Arthrobacter phage AbbyDaisy	Unclassified	#D3D3D3
OR613472	Microbacterium phage Janus167	Unclassified	#D3D3D3
OR613471	Mycobacterium phage Yassified	Unclassified	#D3D3D3
OR613470	Arthrobacter phage Tillums	Unclassified	#D3D3D3
OR613469	Mycobacterium phage BlueCrab	Unclassified	#D3D3D3
OR613468	Microbacterium phage Nicky22	Unclassified	#D3D3D3
OR613467	Microbacterium phage Mabodamaca	Unclassified	#D3D3D3
OR613466	Microbacterium phage CandC	Unclassified	#D3D3D3
OR428172	Lactococcus phage P1411	Unclassified	#D3D3D3
OR402836	Phage WC36-1	Unclassified	#D3D3D3
OQ992562	Pseudomonas phage PhiPizzaParty	Phikzvirus	#AD2DA9
OQ992561	Pseudomonas phage ANB1	Phikzvirus	#AD2DA9
OQ992560	Pseudomonas phage SAM2	Pbunavirus	#2B4FDE
OQ992559	Pseudomonas phage L15	Litunavirus	#12E8D9
OQ992557	Pseudomonas phage Chuck	Yuavirus	#DCAD7D
OQ992556	Pseudomonas phage Kurama	Pbunavirus	#2B4FDE
OQ992555	Pseudomonas phage Sealy	Pbunavirus	#2B4FDE
OQ992554	Pseudomonas phage Kat	Pakpunavirus	#2CAB5E
OQ992553	Pseudomonas phage Clover	Yuavirus	#DCAD7D
OQ992552	Pseudomonas phage GoodVibes	Pbunavirus	#2B4FDE
OQ992551	Pseudomonas phage Teru	Bruynoghevirus	#B6B8EA
OR555718	Klebsiella phage EKq1	Unclassified	#D3D3D3
OQ745668	Vibrio phage vB_ValA_R15Z	Kaohsiungvirus	#29F494
BK062760	Marinomonas phage YY	Corticoviridae	#62A757
OQ817837	Achromobacter phage kwar_LB4	Unclassified	#D3D3D3
OQ817842	Achromobacter phage ewik_TL4	Steinhofvirus	#C24F9B
OQ817832	Achromobacter phage CF418P1	Unclassified	#D3D3D3
OQ817833	Achromobacter phage ehaak_LB5	Steinhofvirus	#C24F9B
OQ817834	Achromobacter phage emuu_LB7	Steinhofvirus	#C24F9B
OQ817835	Achromobacter phage ewii_LB8	Steinhofvirus	#C24F9B
OQ817836	Achromobacter phage kuwaak_TL2	Steinhofvirus	#C24F9B
OQ817838	Achromobacter phage maay_LB1	Steinhofvirus	#C24F9B
OQ817839	Achromobacter phage nyaak_TL1	Steinhofvirus	#C24F9B
OQ817840	Achromobacter phage nyashin_LB6	Unclassified	#D3D3D3
OQ817841	Achromobacter phage shaaii_LB5	Unclassified	#D3D3D3
OQ817843	Achromobacter phage hasilly_LB3	Steinhofvirus	#C24F9B
OQ817844	Achromobacter phage SE2	Steinhofvirus	#C24F9B
OQ859057	Brevibacterium phage 10C	Agmunavirus	#491784
OQ859056	Brevibacterium phage 9C	Agmunavirus	#491784
OQ859055	Brevibacterium phage 8C	Agmunavirus	#491784
OQ859054	Brevibacterium phage 7C	Agmunavirus	#491784
OQ859053	Brevibacterium phage 6C	Agmunavirus	#491784
OQ859052	Brevibacterium phage 5T	Agmunavirus	#491784
OQ859051	Brevibacterium phage 5C	Agmunavirus	#491784
OQ859050	Brevibacterium phage 4T	Agmunavirus	#491784
OQ859049	Brevibacterium phage 4C	Agmunavirus	#491784
OQ859048	Brevibacterium phage 3T	Agmunavirus	#491784
OQ859047	Brevibacterium phage 3C	Agmunavirus	#491784
OQ859046	Brevibacterium phage 2T	Agmunavirus	#491784
OQ859045	Brevibacterium phage 2C	Agmunavirus	#491784
OQ859044	Brevibacterium phage 1T	Agmunavirus	#491784
OQ859043	Brevibacterium phage 1C	Agmunavirus	#491784
OR466728	Escherichia phage ES	Braunvirinae	#859A4C
OR502445	Klebsiella phage KZag1	Taipeivirus	#ACFAAB
OR492660	Klebsiella phage P1011	Webervirus	#C82495
OQ884031	Enterobacter phage SDFMU_EhYP	Koutsourovirus	#BBBDCB
OQ884030	Bacillus phage SDFMU_Pbc	Agatevirus	#10F974
OQ884029	Bacillus phage SDFMU_Pfc	Gochnauervirinae	#8F63D8
OQ884028	Enterobacter phage SDFMU_Pec	Koutsourovirus	#BBBDCB
OQ884027	Pseudomonas phage SDFMU_Ppc	Pbunavirus	#2B4FDE
OQ884026	Klebsiella phage SDFMU_Pkc	Drulisvirus	#32F2B2
OR584314	Acinetobacter phage vB_AbaP_B4	Friunavirus	#0D8756
OR387886	Klebsiella phage P55	Przondovirus	#746C78
OR548257	Clavibacter phage 33	Salvovirus	#544E16
OR521088	Microbacterium phage FlameThrower	Dismasvirus	#44DE54
OR521087	Mycobacterium phage MadKillah	Corndogvirus	#6E16F0
OR521086	Mycobacterium phage Highbury	Kostyavirus	#EBC5E7
OR521085	Corynebacterium phage PSonyx	Unclassified	#D3D3D3
OR521084	Microbacterium phage Garey24	Ilzatvirus	#87E6AB
OR521083	Mycobacterium phage Diminimus	Bongovirus	#87A1CF
OR521082	Mycobacterium phage Marshmallow	Kostyavirus	#EBC5E7
OR521081	Gordonia phage Halo3	Wizardvirus	#9185C8
OR521080	Microbacterium phage Huwbert	Unclassified	#D3D3D3
OR521079	Microbacterium phage MrWorldwide	Ilzatvirus	#87E6AB
OR521078	Arthrobacter phage Djungelskog	Unclassified	#D3D3D3
OR521077	Arthrobacter phage Arielagos	Decurrovirus	#9D4E34
OR521076	Mycobacterium phage Ageofdapage	Anayavirus	#40FE8D
OR521075	Mycobacterium phage CheetoDust	Anayavirus	#40FE8D
OR521074	Gordonia phage Kwekel	Dexdertvirus	#1E100E
OR521073	Microbacterium phage Jemerald	Neferthenavirus	#BB6AB9
OR521072	Microbacterium phage Alucard	Paopuvirus	#47CAF1
OR521071	Gordonia phage Fulcrum	Lambovirus	#B070E8
OR521070	Mycobacterium phage SrishMeg2525	Bixzunavirus	#343004
OR521069	Mycobacterium phage Scrick	Pegunavirus	#22E335
OR521068	Mycobacterium phage Groundhog	Fromanvirus	#A65CE4
OR521067	Gordonia phage Rahul	Unclassified	#D3D3D3
OR521066	Mycobacterium phage Juniormint	Fishburnevirus	#4F748C
OR521065	Mycobacterium phage Dexes	Fromanvirus	#A65CE4
OR521064	Microbacterium phage BabyDaisy	Dismasvirus	#44DE54
OR521063	Mycobacterium phage Deenasa	Pipefishvirus	#3AC667
OR521062	Gordonia phage GOATification	Lambovirus	#B070E8
OR521061	Mycobacterium phage Saints25	Kostyavirus	#EBC5E7
OR521060	Arthrobacter phage Wildwest	Manhattanvirus	#C655F3
OR521059	Microbacterium phage ASegato	Unclassified	#D3D3D3
OR521058	Arthrobacter phage Altadena	Unclassified	#D3D3D3
OR521057	Gordonia phage Goib	Vendettavirus	#0E047E
OR472545	Escherichia phage vB_EcoM_50EP	Nouzillyvirus	#4227BD
OR188720	Pseudomonas phage LPPA33	Unclassified	#D3D3D3
OR188719	Pseudomonas phage LPPA36	Unclassified	#D3D3D3
OR188718	Pseudomonas phage LPPA56	Unclassified	#D3D3D3
OR352819	Salmonella phage PRF-SP11	Kayfunavirus	#A09B04
OR400517	Salmonella phage PRF-SP12	Epseptimavirus	#176BE6
OR360270	Enterococcus phage SSMH01	Efquatrovirus	#E90044
OR348818	Acinetobacter phage Scuro	Unclassified	#D3D3D3
OR360541	Burkholderia phage phiBtTUL1a	Stanholtvirus	#B36A10
OR553916	Mycobacterium phage Dulcita	Bongovirus	#87A1CF
OR553915	Gordonia phage Nodigi	Emalynvirus	#3051FE
OR553914	Microbacterium phage Schimmels22	Neferthenavirus	#BB6AB9
OR553913	Arthrobacter phage Hirko	Vibakivirus	#04CF9C
OR553912	Mycobacterium phage Ciao	Fromanvirus	#A65CE4
OR553910	Gordonia phage Fribs8	Emalynvirus	#3051FE
OR553909	Mycobacterium phage Glaske16	Bongovirus	#87A1CF
OR553908	Streptomyces phage Watermoore	Samistivirus	#F5D544
OR553907	Gordonia phage NorManre	Lambovirus	#B070E8
OR553906	Microbacterium phage Tinyman4	Neferthenavirus	#BB6AB9
OR553905	Microbacterium phage Magritte	Unclassified	#D3D3D3
OR553904	Mycobacterium phage StolenFromERC	Kostyavirus	#EBC5E7
OR553903	Streptomyces phage Phredrick	Gilsonvirus	#08EF25
OR553902	Arthrobacter phage Lewando	Unclassified	#D3D3D3
OR553901	Mycobacterium phage Koreni	Backyardiganvirus	#B02A67
OR553900	Gordonia phage EndAve	Kenoshavirus	#FE8D40
OR553899	Mycobacterium phage PickleBack	Benedictvirus	#CF8873
OR553898	Microbacterium phage PuffyCat	Paopuvirus	#47CAF1
OR553897	Gordonia phage Elinal	Emalynvirus	#3051FE
OR553896	Microbacterium phage Fregley	Gillianvirus	#2C7F2E
OR553895	Arthrobacter phage Nitro	Yangvirus	#8F19C7
OR553894	Mycobacterium phage HashRod	Microwolfvirus	#704728
OR553893	Microbacterium phage Zenitsu	Elerivirus	#0A66C5
OR553892	Mycobacterium phage Mopey	Plotvirus	#33BC3D
OR553891	Arthrobacter phage CallinAllBarbz	Unclassified	#D3D3D3
OR263580	Streptomyces phage Samy	Unclassified	#D3D3D3
MK524501	Gordonia phage BrutonGaster	Oneupvirus	#50C75C
BK063680	Caudoviricetes sp. vir335	Unclassified	#D3D3D3
BK063679	Caudoviricetes sp. vir323	Unclassified	#D3D3D3
BK063678	Caudoviricetes sp. vir249	Unclassified	#D3D3D3
BK063677	Caudoviricetes sp. vir080	Unclassified	#D3D3D3
BK063676	Caudoviricetes sp. vir215	Unclassified	#D3D3D3
BK063675	dsDNA virus vir556	Unclassified	#D3D3D3
BK063674	dsDNA virus vir530	Unclassified	#D3D3D3
BK063673	Caudoviricetes sp. vir525	Unclassified	#D3D3D3
BK063672	Caudoviricetes sp. vir515	Unclassified	#D3D3D3
BK063671	Caudoviricetes sp. vir555	Unclassified	#D3D3D3
BK063670	Caudoviricetes sp. vir526	Unclassified	#D3D3D3
BK063669	Caudoviricetes sp. vir524	Unclassified	#D3D3D3
BK063668	Caudoviricetes sp. vir521	Unclassified	#D3D3D3
BK063667	Caudoviricetes sp. vir520	Unclassified	#D3D3D3
BK063666	Caudoviricetes sp. vir519	Unclassified	#D3D3D3
OR487170	Bacillus phage FI_KG-Lek	Wbetavirus	#C38340
OR545507	Escherichia phage Sharanji	Asteriusvirus	#32C524
OR513085	Chryseobacterium phage MA9V-2	Unclassified	#D3D3D3
OP918669	Bacillus phage yong1	Spizizenvirus	#37DEB3
OL906435	Planktothrix phage Pag-Yong1	Unclassified	#D3D3D3
ON073792	Aphanizomenon phage Yong-DA	Unclassified	#D3D3D3
OR253920	Mycobacterium phage Spino	Backyardiganvirus	#B02A67
OR253919	Microbacterium phage Wayne3	Squashvirus	#16C734
OR253918	Gordonia phage Nibbles	Emalynvirus	#3051FE
OR253917	Mycobacterium Phage TiniBug	Anayavirus	#40FE8D
OR253916	Mycobacterium phage Auspice	Bongovirus	#87A1CF
OR253915	Microbacterium phage Lonelysoil	Squashvirus	#16C734
OR253914	Microbacterium phage Morrigan	Neferthenavirus	#BB6AB9
OR253913	Streptomyces phage Dennebes	Flowerpowervirus	#931DA3
OR253912	Gordonia phage MossRose	Sourvirus	#B820BA
OR253911	Streptomyces phage PinkiePie	Samistivirus	#F5D544
OR253910	Mycobacterium Phage Radiance	Cheoctovirus	#AE5F98
OR253909	Microbacterium phage Moleficent	Akonivirus	#1F4F71
OR253908	Gordonia phage BearBQ	Unclassified	#D3D3D3
OR253907	Microbacterium phage Guetzie	Kojivirus	#6DFCF6
OR253906	Gordonia phage Thimann	Unclassified	#D3D3D3
OR253905	Mycobacterium Phage Paraselene	Fromanvirus	#A65CE4
OR253904	Mycobacterium Phage Nergal	Weiservirinae	#56CE0C
OR253903	Mycobacterium Phage LunaBlu	Cheoctovirus	#AE5F98
OR253902	Mycobacterium Phage Holt	Kostyavirus	#EBC5E7
OR253901	Streptomyces phage Sollertia	Karimacvirus	#D002DD
OR253900	Mycobacterium Phage TruffulaTree	Anayavirus	#40FE8D
OR253899	Streptomyces phage Liandry	Samistivirus	#F5D544
OR253898	Microbacterium phage DumpQuist	Tinytimothyvirus	#BC837D
OR253897	Gordonia phage ClamChowder	Wizardvirus	#9185C8
OR253896	Streptomyces phage Persimmon	Samistivirus	#F5D544
OR195050	Microbacterium phage JaimeB	Paopuvirus	#47CAF1
OR195049	Arthrobacter phage RedFox	Andrewvirus	#431D22
OR195048	Mycobacterium phage Bombitas	Omegavirus	#784929
OR195047	Gordonia phage Artorias	Tanisvirus	#4A20F7
OR195046	Gordonia phage Mossy	Kenoshavirus	#FE8D40
OR195045	Mycobacterium phage Eurydice	Backyardiganvirus	#B02A67
OR195044	Arthrobacter phage Gusanita	Unclassified	#D3D3D3
OR195043	Mycobacterium phage Ashballer	Fromanvirus	#A65CE4
OR105946	Klebsiella phage vB_KpnP_cmc356ctg2	Webervirus	#C82495
OR105945	Klebsiella phage vB_KpnP_cmc356ctg1	Przondovirus	#746C78
OR449012	Salmonella phage Mansal	Kuttervirus	#2D1BBB
OR449013	Escherichia phage Mangalyan	Vequintavirus	#2E525C
OR434028	Mycobacterium phage Fozzie	Pegunavirus	#22E335
OR434027	Rhodococcus phage GuyFagieri	Zierdtviridae	#CFE0F0
OR434026	Rhodococcus phage Apiary	Zierdtviridae	#CFE0F0
OR434025	Gordonia phage Crater	Apricotvirus	#C27DE5
OR434024	Mycobacterium phage MiniBoss	Pegunavirus	#22E335
OR434023	Mycobacterium phage Syra333	Unicornvirus	#C87997
OR434022	Arthrobacter phage Ruchi	Unclassified	#D3D3D3
OR434021	Gordonia phage Sampudon	Lambovirus	#B070E8
OR434020	Gordonia phage Arti	Foxborovirus	#F7D041
OR434019	Mycobacterium phage Pherdinand	Pegunavirus	#22E335
OR434018	Microbacterium phage Erudite	Krampusvirus	#65D6E8
OR475294	Mycobacterium Phage TribleTrouble	Keshuvirus	#FC26B1
OR475293	Mycobacterium phage Frankicide	Pegunavirus	#22E335
OR475292	Microbacterium phage Erin	Paopuvirus	#47CAF1
OR475291	Gordonia phage Soos	Unclassified	#D3D3D3
OR475290	Mycobacterium phage NedWong	Bixzunavirus	#343004
OR475289	Mycobacterium phage Starcevich	Cheoctovirus	#AE5F98
OR475288	Mycobacterium phage Tierra	Unicornvirus	#C87997
OR475287	Microbacterium phage JDawG	Krampusvirus	#65D6E8
