Node_ID	Description	Family	Colour (Family)
MH572465	Microviridae sp.	Microviridae	#CAA62B
MH572464	Microviridae sp.	Microviridae	#CAA62B
MH572463	Microviridae sp.	Microviridae	#CAA62B
MH572462	Microviridae sp.	Microviridae	#CAA62B
MH572461	Microviridae sp.	Microviridae	#CAA62B
MH572460	Microviridae sp.	Microviridae	#CAA62B
MH572459	Microviridae sp.	Microviridae	#CAA62B
MH572458	Microviridae sp.	Microviridae	#CAA62B
MH572457	Microviridae sp.	Microviridae	#CAA62B
MH572456	Microviridae sp.	Microviridae	#CAA62B
MH572455	Microviridae sp.	Microviridae	#CAA62B
MH572454	Microviridae sp.	Microviridae	#CAA62B
MH572453	Microviridae sp.	Microviridae	#CAA62B
MH572452	Microviridae sp.	Microviridae	#CAA62B
MH572451	Microviridae sp.	Microviridae	#CAA62B
MH572450	Microviridae sp.	Microviridae	#CAA62B
MH572449	Microviridae sp.	Microviridae	#CAA62B
MH572448	Microviridae sp.	Microviridae	#CAA62B
MH572447	Microviridae sp.	Microviridae	#CAA62B
MH572446	Microviridae sp.	Microviridae	#CAA62B
MH572445	Microviridae sp.	Microviridae	#CAA62B
MH572444	Microviridae sp.	Microviridae	#CAA62B
MH572443	Microviridae sp.	Microviridae	#CAA62B
MH572442	Microviridae sp.	Microviridae	#CAA62B
MH572441	Microviridae sp.	Microviridae	#CAA62B
MH572440	Microviridae sp.	Microviridae	#CAA62B
MH572439	Microviridae sp.	Microviridae	#CAA62B
MH572438	Microviridae sp.	Microviridae	#CAA62B
MH572437	Microviridae sp.	Microviridae	#CAA62B
MH572436	Microviridae sp.	Microviridae	#CAA62B
MH572435	Microviridae sp.	Microviridae	#CAA62B
MH572434	Microviridae sp.	Microviridae	#CAA62B
MH572433	Microviridae sp.	Microviridae	#CAA62B
MH572432	Microviridae sp.	Microviridae	#CAA62B
MH572431	Microviridae sp.	Microviridae	#CAA62B
MH572430	Microviridae sp.	Microviridae	#CAA62B
MH572428	Microviridae sp.	Microviridae	#CAA62B
MH572427	Microviridae sp.	Microviridae	#CAA62B
MH572426	Microviridae sp.	Microviridae	#CAA62B
MH572425	Microviridae sp.	Microviridae	#CAA62B
MH572424	Microviridae sp.	Microviridae	#CAA62B
MH572423	Microviridae sp.	Microviridae	#CAA62B
MH572422	Microviridae sp.	Microviridae	#CAA62B
MH572421	Microviridae sp.	Microviridae	#CAA62B
MH572420	Microviridae sp.	Microviridae	#CAA62B
MH572419	Microviridae sp.	Microviridae	#CAA62B
MH572418	Microviridae sp.	Microviridae	#CAA62B
MH572417	Microviridae sp.	Microviridae	#CAA62B
MH572416	Microviridae sp.	Microviridae	#CAA62B
MH572415	Microviridae sp.	Microviridae	#CAA62B
MH572414	Microviridae sp.	Microviridae	#CAA62B
MH572413	Microviridae sp.	Microviridae	#CAA62B
MH572412	Microviridae sp.	Microviridae	#CAA62B
MH572411	Microviridae sp.	Microviridae	#CAA62B
MH572410	Microviridae sp.	Microviridae	#CAA62B
MH572409	Microviridae sp.	Microviridae	#CAA62B
MH572408	Microviridae sp.	Microviridae	#CAA62B
MH572407	Microviridae sp.	Microviridae	#CAA62B
MH572406	Microviridae sp.	Microviridae	#CAA62B
MH572405	Microviridae sp.	Microviridae	#CAA62B
MH572404	Microviridae sp.	Microviridae	#CAA62B
MH572403	Microviridae sp.	Microviridae	#CAA62B
MH572402	Microviridae sp.	Microviridae	#CAA62B
MH572401	Microviridae sp.	Microviridae	#CAA62B
MH572400	Microviridae sp.	Microviridae	#CAA62B
MH572399	Microviridae sp.	Microviridae	#CAA62B
MH572398	Microviridae sp.	Microviridae	#CAA62B
MH572397	Microviridae sp.	Microviridae	#CAA62B
MH572396	Microviridae sp.	Microviridae	#CAA62B
MH572395	Microviridae sp.	Microviridae	#CAA62B
MH572394	Microviridae sp.	Microviridae	#CAA62B
MH572393	Microviridae sp.	Microviridae	#CAA62B
MH572392	Microviridae sp.	Microviridae	#CAA62B
MH572391	Microviridae sp.	Microviridae	#CAA62B
MH572390	Microviridae sp.	Microviridae	#CAA62B
MH572389	Microviridae sp.	Microviridae	#CAA62B
MH572388	Microviridae sp.	Microviridae	#CAA62B
MH572387	Microviridae sp.	Microviridae	#CAA62B
MH572386	Microviridae sp.	Microviridae	#CAA62B
MH572385	Microviridae sp.	Microviridae	#CAA62B
MH572384	Microviridae sp.	Microviridae	#CAA62B
MH572383	Microviridae sp.	Microviridae	#CAA62B
MH572382	Microviridae sp.	Microviridae	#CAA62B
MH572381	Microviridae sp.	Microviridae	#CAA62B
MH572380	Microviridae sp.	Microviridae	#CAA62B
MH572379	Microviridae sp.	Microviridae	#CAA62B
MH572378	Microviridae sp.	Microviridae	#CAA62B
MH572377	Microviridae sp.	Microviridae	#CAA62B
MH572376	Microviridae sp.	Microviridae	#CAA62B
MH572375	Microviridae sp.	Microviridae	#CAA62B
MH572374	Microviridae sp.	Microviridae	#CAA62B
MH572373	Microviridae sp.	Microviridae	#CAA62B
MH572372	Microviridae sp.	Microviridae	#CAA62B
MH572371	Microviridae sp.	Microviridae	#CAA62B
MH572370	Microviridae sp.	Microviridae	#CAA62B
MH572369	Microviridae sp.	Microviridae	#CAA62B
MH572368	Microviridae sp.	Microviridae	#CAA62B
MH572367	Microviridae sp.	Microviridae	#CAA62B
MH572366	Microviridae sp.	Microviridae	#CAA62B
MH572365	Microviridae sp.	Microviridae	#CAA62B
MH572364	Microviridae sp.	Microviridae	#CAA62B
MH572363	Microviridae sp.	Microviridae	#CAA62B
MH572362	Microviridae sp.	Microviridae	#CAA62B
MH572361	Microviridae sp.	Microviridae	#CAA62B
MH572360	Microviridae sp.	Microviridae	#CAA62B
MH572359	Microviridae sp.	Microviridae	#CAA62B
MH572358	Microviridae sp.	Microviridae	#CAA62B
MH572357	Microviridae sp.	Microviridae	#CAA62B
MH572356	Microviridae sp.	Microviridae	#CAA62B
MH572355	Microviridae sp.	Microviridae	#CAA62B
MH572354	Microviridae sp.	Microviridae	#CAA62B
MH572353	Microviridae sp.	Microviridae	#CAA62B
MH572352	Microviridae sp.	Microviridae	#CAA62B
MH572351	Microviridae sp.	Microviridae	#CAA62B
MH572350	Microviridae sp.	Microviridae	#CAA62B
MH572349	Microviridae sp.	Microviridae	#CAA62B
MH572348	Microviridae sp.	Microviridae	#CAA62B
MH572347	Microviridae sp.	Microviridae	#CAA62B
MH572346	Microviridae sp.	Microviridae	#CAA62B
MH572345	Microviridae sp.	Microviridae	#CAA62B
MH572344	Microviridae sp.	Microviridae	#CAA62B
MH572343	Microviridae sp.	Microviridae	#CAA62B
MH572342	Microviridae sp.	Microviridae	#CAA62B
MH572341	Microviridae sp.	Microviridae	#CAA62B
MH572340	Microviridae sp.	Microviridae	#CAA62B
MH572339	Microviridae sp.	Microviridae	#CAA62B
MH572338	Microviridae sp.	Microviridae	#CAA62B
MH572337	Microviridae sp.	Microviridae	#CAA62B
MH572336	Microviridae sp.	Microviridae	#CAA62B
MH572335	Microviridae sp.	Microviridae	#CAA62B
MH572334	Microviridae sp.	Microviridae	#CAA62B
MH572333	Microviridae sp.	Microviridae	#CAA62B
MH572332	Microviridae sp.	Microviridae	#CAA62B
MH572331	Microviridae sp.	Microviridae	#CAA62B
MH572330	Microviridae sp.	Microviridae	#CAA62B
MH572329	Microviridae sp.	Microviridae	#CAA62B
MH572328	Microviridae sp.	Microviridae	#CAA62B
MH572327	Microviridae sp.	Microviridae	#CAA62B
MH572326	Microviridae sp.	Microviridae	#CAA62B
MH572325	Microviridae sp.	Microviridae	#CAA62B
MH572324	Microviridae sp.	Microviridae	#CAA62B
MH572323	Microviridae sp.	Microviridae	#CAA62B
MH572322	Microviridae sp.	Microviridae	#CAA62B
MH572321	Microviridae sp.	Microviridae	#CAA62B
MH572320	Microviridae sp.	Microviridae	#CAA62B
MH572319	Microviridae sp.	Microviridae	#CAA62B
MH572318	Microviridae sp.	Microviridae	#CAA62B
MH572317	Microviridae sp.	Microviridae	#CAA62B
MH572316	Microviridae sp.	Microviridae	#CAA62B
MH572315	Microviridae sp.	Microviridae	#CAA62B
MH572314	Microviridae sp.	Microviridae	#CAA62B
MH572313	Microviridae sp.	Microviridae	#CAA62B
MH572312	Microviridae sp.	Microviridae	#CAA62B
MH572311	Microviridae sp.	Microviridae	#CAA62B
MH572310	Microviridae sp.	Microviridae	#CAA62B
MH572309	Microviridae sp.	Microviridae	#CAA62B
MH572308	Microviridae sp.	Microviridae	#CAA62B
MH572307	Microviridae sp.	Microviridae	#CAA62B
MH572306	Microviridae sp.	Microviridae	#CAA62B
MH572305	Microviridae sp.	Microviridae	#CAA62B
MH572304	Microviridae sp.	Microviridae	#CAA62B
MH572303	Microviridae sp.	Microviridae	#CAA62B
MH572302	Microviridae sp.	Microviridae	#CAA62B
MH572301	Microviridae sp.	Microviridae	#CAA62B
MH572300	Microviridae sp.	Microviridae	#CAA62B
MH572299	Microviridae sp.	Microviridae	#CAA62B
MH572298	Microviridae sp.	Microviridae	#CAA62B
MH572297	Microviridae sp.	Microviridae	#CAA62B
MH572296	Microviridae sp.	Microviridae	#CAA62B
MH572295	Microviridae sp.	Microviridae	#CAA62B
MH572294	Microviridae sp.	Microviridae	#CAA62B
MH572293	Microviridae sp.	Microviridae	#CAA62B
MH572292	Microviridae sp.	Microviridae	#CAA62B
MH572291	Microviridae sp.	Microviridae	#CAA62B
MH572290	Microviridae sp.	Microviridae	#CAA62B
MH572289	Microviridae sp.	Microviridae	#CAA62B
MH572288	Microviridae sp.	Microviridae	#CAA62B
MH572287	Microviridae sp.	Microviridae	#CAA62B
MH572286	Microviridae sp.	Microviridae	#CAA62B
MH572285	Microviridae sp.	Microviridae	#CAA62B
MH572284	Microviridae sp.	Microviridae	#CAA62B
MH572283	Microviridae sp.	Microviridae	#CAA62B
MH572282	Microviridae sp.	Microviridae	#CAA62B
MH572281	Microviridae sp.	Microviridae	#CAA62B
MH572280	Microviridae sp.	Microviridae	#CAA62B
MH572279	Microviridae sp.	Microviridae	#CAA62B
MH572278	Microviridae sp.	Microviridae	#CAA62B
MH572277	Microviridae sp.	Microviridae	#CAA62B
MH572276	Microviridae sp.	Microviridae	#CAA62B
MH572275	Microviridae sp.	Microviridae	#CAA62B
MH572274	Microviridae sp.	Microviridae	#CAA62B
MH572273	Microviridae sp.	Microviridae	#CAA62B
MH572272	Microviridae sp.	Microviridae	#CAA62B
MH572271	Microviridae sp.	Microviridae	#CAA62B
MH572270	Microviridae sp.	Microviridae	#CAA62B
MH572269	Microviridae sp.	Microviridae	#CAA62B
MH636380	Cylindrospermopsis raciborskii virus RM-2018a	Unclassified	#D3D3D3
MG770228	Escherichia phage PMBT57	Schitoviridae	#CB874E
KT804908	Acinetobacter phage IME-200	Autographiviridae	#26AD98
KM411960	Pseudomonas phage phi176	Schitoviridae	#CB874E
KM411959	Pseudomonas phage Pa2	Schitoviridae	#CB874E
KM411958	Pseudomonas phage RWG	Schitoviridae	#CB874E
MF448571	Lactococcus phage 96403	Unclassified	#D3D3D3
MF448570	Lactococcus phage 96401	Unclassified	#D3D3D3
MF448569	Lactococcus phage 88605	Unclassified	#D3D3D3
MF448568	Lactococcus phage 79201	Unclassified	#D3D3D3
MF448567	Lactococcus phage 66901	Unclassified	#D3D3D3
MF448566	Lactococcus phage 63302	Unclassified	#D3D3D3
MF448565	Lactococcus phage 62605	Unclassified	#D3D3D3
MF448564	Lactococcus phage 62601	Unclassified	#D3D3D3
MF448563	Lactococcus phage 57001	Unclassified	#D3D3D3
MF448562	Lactococcus phage 56301	Unclassified	#D3D3D3
MF448561	Lactococcus phage 56003	Unclassified	#D3D3D3
MF448559	Lactococcus phage 38507	Unclassified	#D3D3D3
MF448558	Lactococcus phage 38503	Unclassified	#D3D3D3
MF448557	Lactococcus phage 37201	Unclassified	#D3D3D3
MF448556	Lactococcus phage 30804	Unclassified	#D3D3D3
MF448555	Lactococcus phage 16802	Unclassified	#D3D3D3
MF448554	Lactococcus phage 05601	Unclassified	#D3D3D3
MF448572	Lactococcus phage 96603	Unclassified	#D3D3D3
MF448560	Lactococcus phage 51701	Unclassified	#D3D3D3
MG893203	Vibrio phage VP06	Unclassified	#D3D3D3
MH445453	Klebsiella phage NJS1	Drexlerviridae	#86048D
MH606185	Bacillus phage BSP38	Herelleviridae	#EA8B1A
MH599087	Vibrio phage R01	Unclassified	#D3D3D3
MH431933	Paenibacillus phage DevRi	Unclassified	#D3D3D3
MH431932	Paenibacillus phage Arcticfreeze	Unclassified	#D3D3D3
MG581355	Escherichia phage B2	Unclassified	#D3D3D3
MH248069	Clostridium phage CPS2	Guelinviridae	#E57F04
MH560358	Escherichia virus KFS-EC	Straboviridae	#E82358
MH426726	Erwinia phage Pavtok	Unclassified	#D3D3D3
MH426724	Erwinia phage Wellington	Unclassified	#D3D3D3
MF431726	Vibrio phage vB_ValP_IME271	Unclassified	#D3D3D3
MH460824	Paenibacillus phage Unity	Unclassified	#D3D3D3
MH553563	Enterobacteria phage RB18	Straboviridae	#E82358
MH431934	Paenibacillus phage Gryphonian	Unclassified	#D3D3D3
MH015257	Ruegeria phage vB_RpoP-V14	Schitoviridae	#CB874E
MH540083	Synechococcus T7-like phage S-TIP37	Autographiviridae	#26AD98
MH538193	Bacillus phage Saddex	Herelleviridae	#EA8B1A
MH536736	Pseudomonas phage E79	Unclassified	#D3D3D3
MH517022	Acinetobacter phage SH-Ab 15599	Ackermannviridae	#99CEE5
MH512890	Cyanophage S-TIM4	Kyanoviridae	#478C15
MH460827	Paenibacillus phage Halcyone	Unclassified	#D3D3D3
MH460826	Paenibacillus phage Heath	Unclassified	#D3D3D3
MH460825	Paenibacillus phage Scottie	Unclassified	#D3D3D3
MH464253	Shigella phage SFPH2	Autographiviridae	#26AD98
MH454084	Paenibacillus phage Toothless	Unclassified	#D3D3D3
MH454083	Paenibacillus phage Saudage	Unclassified	#D3D3D3
MH454082	Paenibacillus phage Genki	Unclassified	#D3D3D3
MH454081	Paenibacillus phage LincolnB	Unclassified	#D3D3D3
MH454080	Paenibacillus phage Ley	Unclassified	#D3D3D3
MH454079	Paenibacillus phage Jacopo	Unclassified	#D3D3D3
MH454078	Paenibacillus phage Eltigre	Unclassified	#D3D3D3
MH454077	Paenibacillus phage Bloom	Unclassified	#D3D3D3
MH454076	Paenibacillus phage Ash	Unclassified	#D3D3D3
MH431938	Paenibacillus phage C7Cdelta	Unclassified	#D3D3D3
MH431937	Paenibacillus phage Lucielle	Unclassified	#D3D3D3
MH431936	Paenibacillus phage Kawika	Unclassified	#D3D3D3
MH431935	Paenibacillus phage Honeybear	Unclassified	#D3D3D3
MH431931	Paenibacillus phage Yyerffej	Unclassified	#D3D3D3
MH431930	Paenibacillus phage Wanderer	Unclassified	#D3D3D3
MH401416	Staphylococcus phage SA345ruMSSAST8	Unclassified	#D3D3D3
MH401415	Staphylococcus phage SA537ruMSSAST97	Unclassified	#D3D3D3
MH401414	Staphylococcus phage SA45ruMSSAST97	Unclassified	#D3D3D3
MH384261	Staphylococcus phage SA137ruMSSAST121PVL	Unclassified	#D3D3D3
MH384259	Staphylococcus phage SA1014ruMSSAST7	Unclassified	#D3D3D3
MH252365	Ralstonia phage phiRSP	Unclassified	#D3D3D3
CP013974	Erwinia phage LS-2018a	Unclassified	#D3D3D3
KX397364	Erwinia phage vB_EamM_Asesino	Unclassified	#D3D3D3
MH221129	Salmonella phage SPAsTU	Unclassified	#D3D3D3
MH587638	Klebsiella phage vB_KpnP_IME321	Autographiviridae	#26AD98
MH378443	Sinsheimervirus phiX174	Microviridae	#CAA62B
MH378442	Sinsheimervirus phiX174	Microviridae	#CAA62B
MH378441	Sinsheimervirus phiX174	Microviridae	#CAA62B
MH383160	Escherichia phage UB	Unclassified	#D3D3D3
MH382836	Pseudomonas phage phCDa	Schitoviridae	#CB874E
MH370478	Pseudomonas phage SRT6	Unclassified	#D3D3D3
MH355584	Escherichia phage vB_EcoM_JB75	Straboviridae	#E82358
MH355583	Enterococcus phage vB_EfaS_LM99	Unclassified	#D3D3D3
MH178096	Aeromonas phage AsXd-1	Unclassified	#D3D3D3
MF158038	Shigella phage Sf11 SMD-2017	Unclassified	#D3D3D3
KX711710	Pseudomonas phage vB_Pae-TbilisiM32	Autographiviridae	#26AD98
KY658673	Vibrio phage H2 PGK-2017	Unclassified	#D3D3D3
KM612262	Vibrio phage H2 SGB-2014	Unclassified	#D3D3D3
HE611333	Pseudomonas phage tf	Unclassified	#D3D3D3
JF974339	Enterobacteria phage IME10	Unclassified	#D3D3D3
MG641188	Lepus americanus faeces associated microvirus SHP1 6472	Microviridae	#CAA62B
MG641187	Alces alces faeces associated microvirus MP21 4718	Microviridae	#CAA62B
MG641186	Alces alces faeces associated microvirus MP18 4940	Microviridae	#CAA62B
MG641185	Alces alces faeces associated microvirus MP15 5067	Microviridae	#CAA62B
MG641184	Alces alces faeces associated microvirus MP12 5423	Microviridae	#CAA62B
MG641183	Alces alces faeces associated microvirus MP11 5517	Microviridae	#CAA62B
MG641182	Alces alces faeces associated microvirus MP10 5560	Microviridae	#CAA62B
MG641181	Alces alces faeces associated microvirus MP3 6497	Microviridae	#CAA62B
MG641180	Lynx canadensis associated microvirus CLP 9366	Microviridae	#CAA62B
MG641179	Lynx canadensis associated microvirus CLP 9413	Microviridae	#CAA62B
KY707339	Pseudomonas phage JBD68	Unclassified	#D3D3D3
MG641885	Salmonella phage PMBT28	Unclassified	#D3D3D3
MF443126	Lactococcus phage 05802	Unclassified	#D3D3D3
MF443125	Lactococcus phage 50102	Unclassified	#D3D3D3
MF443124	Lactococcus phage 50504	Unclassified	#D3D3D3
MF443122	Lactococcus phage 74001	Unclassified	#D3D3D3
MF443121	Lactococcus phage 37203	Unclassified	#D3D3D3
MF443120	Lactococcus phage 62403	Unclassified	#D3D3D3
MF443119	Lactococcus phage 62402	Unclassified	#D3D3D3
MF443123	Lactococcus phage 62606	Unclassified	#D3D3D3
MH268168	Pseudomonas phage PFP1	Autographiviridae	#26AD98
MH206183	Xanthomonas phage phiXv2	Inoviridae	#126EEE
MH218848	Xanthomonas phage phiLf2	Inoviridae	#126EEE
MH015259	Ruegeria phage vB_RpoP-V17	Schitoviridae	#CB874E
MH015258	Ruegeria phage vB_RpoS-V16	Casjensviridae	#390305
MH015256	Ruegeria phage vB_RpoP-V13	Schitoviridae	#CB874E
MH015255	Ruegeria phage vB_RpoS-V10	Unclassified	#D3D3D3
MH015254	Ruegeria phage vB_RpoS-V11	Casjensviridae	#390305
MH015253	Ruegeria phage vB_RpoP-V21	Schitoviridae	#CB874E
MH015252	Ruegeria phage vB_RpoS-V18	Casjensviridae	#390305
MH015251	Ruegeria phage vB_RpoMi-V15	Microviridae	#CAA62B
MH015250	Ruegeria phage vB_RpoP-V12	Schitoviridae	#CB874E
MH015249	Ruegeria phage vB_RpoS-V7	Casjensviridae	#390305
MH285980	Escherichia phage Eco_BIFF	Drexlerviridae	#86048D
MH248138	Erwinia phage vB_EamM_Alexandra	Unclassified	#D3D3D3
MH252123	Klebsiella phage ZCKP1	Unclassified	#D3D3D3
MH359124	Escherichia phage SF	Straboviridae	#E82358
MH271296	Gordonia phage Emperor	Unclassified	#D3D3D3
MH031343	Escherichia phage vB_EcoP_S523	Autographiviridae	#26AD98
MH358458	Escherichia phage phi G17	Schitoviridae	#CB874E
MH238467	Pasteurella phage Pm86	Unclassified	#D3D3D3
MH238466	Pasteurella phage AFS-2018a	Unclassified	#D3D3D3
MH375074	Enterococcus phage LY0323	Unclassified	#D3D3D3
MH358359	Salmonella phage vB_SpuS_Sp4	Unclassified	#D3D3D3
MH445500	Alteromonas phage JH01	Unclassified	#D3D3D3
KY381600	Lactobacillus phage P2	Unclassified	#D3D3D3
MG781191	Escherichia phage vB_EcoM-fHoEco02	Straboviridae	#E82358
MG781190	Escherichia phage vB_EcoM-fFiEco06	Straboviridae	#E82358
MF893341	Ralstonia phage RPSC1	Autographiviridae	#26AD98
MG748548	Escherichia phage EP335	Unclassified	#D3D3D3
MG748547	Escherichia phage EP75	Ackermannviridae	#99CEE5
MF418016	Bacillus phage vB_BceM-HSE3	Unclassified	#D3D3D3
MG022440	Phage 206	Unclassified	#D3D3D3
MG022439	Phage 203	Unclassified	#D3D3D3
MG020111	Lactobacillus phage Lb	Unclassified	#D3D3D3
AP014888	Vibrio phage CKB-S2	Unclassified	#D3D3D3
AP014887	Vibrio phage CKB-S1	Unclassified	#D3D3D3
AP014858	Vibrio phage RYC	Unclassified	#D3D3D3
MH133207	Acinetobacter phage vB_AbaM_B9	Unclassified	#D3D3D3
MF740800	Salmonella phage vB_SenM_PA13076	Unclassified	#D3D3D3
KR296684	Salmonella phage 19	Unclassified	#D3D3D3
KR296685	Salmonella phage 21	Unclassified	#D3D3D3
KR296693	Salmonella phage 39	Unclassified	#D3D3D3
KR296695	Salmonella phage 41	Unclassified	#D3D3D3
MF443784	Metallosphaera turreted icosahedral virus	Unclassified	#D3D3D3
MF443783	Metallosphaera turreted icosahedral virus	Unclassified	#D3D3D3
MH220877	Oenococcus phage phiOE33PA	Unclassified	#D3D3D3
LT999987	Pseudomonas phage vB_PaeS_PAO1_HW12	Unclassified	#D3D3D3
LT996082	Bacteriophage sp.	Unclassified	#D3D3D3
LT996081	Bacteriophage sp.	Unclassified	#D3D3D3
LT996080	Bacteriophage sp.	Unclassified	#D3D3D3
LT996078	Bacteriophage sp.	Unclassified	#D3D3D3
LT996077	Bacteriophage sp.	Unclassified	#D3D3D3
LT996076	Bacteriophage sp.	Unclassified	#D3D3D3
LT996075	Bacteriophage sp.	Unclassified	#D3D3D3
LT996074	Bacteriophage sp.	Unclassified	#D3D3D3
LT996073	Bacteriophage sp.	Unclassified	#D3D3D3
LT996072	Bacteriophage sp.	Unclassified	#D3D3D3
LT993247	Bacteriophage sp.	Unclassified	#D3D3D3
LT993229	Bacteriophage sp.	Unclassified	#D3D3D3
LT993227	Bacteriophage sp.	Unclassified	#D3D3D3
LT993225	Bacteriophage sp.	Unclassified	#D3D3D3
LT993224	Bacteriophage sp.	Unclassified	#D3D3D3
LT985593	Bacteriophage sp.	Unclassified	#D3D3D3
LT985592	Bacteriophage sp.	Unclassified	#D3D3D3
LT985591	Bacteriophage sp.	Unclassified	#D3D3D3
LT985589	Bacteriophage sp.	Unclassified	#D3D3D3
LT985588	Bacteriophage sp.	Unclassified	#D3D3D3
LT985587	Bacteriophage sp.	Unclassified	#D3D3D3
LT985586	Bacteriophage sp.	Unclassified	#D3D3D3
LT985585	Bacteriophage sp.	Unclassified	#D3D3D3
LT985584	Bacteriophage sp.	Unclassified	#D3D3D3
LT985583	Bacteriophage sp.	Unclassified	#D3D3D3
LT985582	Bacteriophage sp.	Unclassified	#D3D3D3
LT985581	Bacteriophage sp.	Unclassified	#D3D3D3
LT985579	Bacteriophage sp.	Unclassified	#D3D3D3
LT985578	Bacteriophage sp.	Unclassified	#D3D3D3
LT985577	Bacteriophage sp.	Unclassified	#D3D3D3
LT985576	Bacteriophage sp.	Unclassified	#D3D3D3
LT985575	Bacteriophage sp.	Unclassified	#D3D3D3
LT985574	Bacteriophage sp.	Unclassified	#D3D3D3
LT985573	Bacteriophage sp.	Unclassified	#D3D3D3
LT985572	Bacteriophage sp.	Unclassified	#D3D3D3
LT985571	Bacteriophage sp.	Unclassified	#D3D3D3
LT985570	Bacteriophage sp.	Unclassified	#D3D3D3
LT985569	Bacteriophage sp.	Unclassified	#D3D3D3
LT985568	Bacteriophage sp.	Unclassified	#D3D3D3
LT992259	Yersinia phage fEV-1	Unclassified	#D3D3D3
LT986678	Poophage MBI-2016a	Microviridae	#CAA62B
LT961732	Escherichia phage SECphi27	Drexlerviridae	#86048D
LT960610	Bacillus phage SBSphiC	Herelleviridae	#EA8B1A
LT960609	Escherichia phage SECphi18	Unclassified	#D3D3D3
LT960608	Bacillus phage SBSphiJ	Herelleviridae	#EA8B1A
LT960607	Escherichia phage SECphi17	Microviridae	#CAA62B
LT907986	Escherichia phage vB_Eco_SLUR25	Unclassified	#D3D3D3
LT962907	Yersinia phage fPS-10	Autographiviridae	#26AD98
LT962906	Yersinia phage fPS16	Autographiviridae	#26AD98
LT962475	Yersinia phage fPS-54-ocr	Autographiviridae	#26AD98
LT962380	Yersinia phage fPS-85	Autographiviridae	#26AD98
LT962379	Yersinia phage fPS-53	Autographiviridae	#26AD98
LT961846	Yersinia phage fPS-64	Autographiviridae	#26AD98
LT961845	Yersinia phage fPS-59	Autographiviridae	#26AD98
LT961844	Yersinia phage fPS-21	Autographiviridae	#26AD98
LT961843	Yersinia phage fPS-50	Autographiviridae	#26AD98
LT961842	Yersinia phage fPS-86	Autographiviridae	#26AD98
LT961841	Yersinia phage fPS-89	Autographiviridae	#26AD98
LT961840	Yersinia phage fPS-7	Autographiviridae	#26AD98
LT961838	Yersinia phage fPS-19	Autographiviridae	#26AD98
LT961837	Yersinia phage fPS-52	Autographiviridae	#26AD98
LT961836	Yersinia phage fPS-26	Autographiviridae	#26AD98
LT960606	Yersinia phage fPS-9	Autographiviridae	#26AD98
LT960552	Yersinia phage fHe-Yen9-03	Unclassified	#D3D3D3
LT960551	Yersinia phage fHe-Yen9-04	Unclassified	#D3D3D3
LT898437	Emesvirus zinderi	Fiersviridae	#21C57C
LT607758	Klebsiella phage PMBT1	Straboviridae	#E82358
LT600745	Clostridium phage HM2	Unclassified	#D3D3D3
LT598654	Phage NCTB	Unclassified	#D3D3D3
LT594300	Escherichia phage LM33_P1	Autographiviridae	#26AD98
LN890663	Acinetobacter phage Loki	Unclassified	#D3D3D3
LN885237	Lactobacillus phage EV3	Unclassified	#D3D3D3
KJ174318	Salmonella phage vB-SalM-SJ3	Ackermannviridae	#99CEE5
KF806589	Erwinia phage Ea35-70	Unclassified	#D3D3D3
AP018715	Enterococcus phage phiM1EF22	Herelleviridae	#EA8B1A
AP018714	Enterococcus phage phiEF17H	Herelleviridae	#EA8B1A
MH023293	Escherichia phage vB_EcoS Sa179lw	Unclassified	#D3D3D3
MG973030	Erwinia phage vB_EamM-Bue1	Ackermannviridae	#99CEE5
KY971611	Pseudomonas phage PspYZU08	Autographiviridae	#26AD98
KY971610	Pseudomonas phage PspYZU05	Straboviridae	#E82358
KY971609	Pseudomonas phage PspYZU01	Casjensviridae	#390305
MH221128	Salmonella phage STsAS	Unclassified	#D3D3D3
MH243438	Escherichia phage vB_EcoM_NBG1	Straboviridae	#E82358
MG251392	Salmonella virus VSe102	Unclassified	#D3D3D3
MG251391	Salmonella virus VSe11	Unclassified	#D3D3D3
KY575286	Klebsiella phage SH-Kp 160016	Drexlerviridae	#86048D
KY450753	Klebsiella phage SH-Kp 152234	Autographiviridae	#26AD98
KX278419	Pectobacterium phage PP90	Autographiviridae	#26AD98
MF044458	Escherichia phage ST32	Chaseviridae	#42DB2E
MF101922	Ruegeria phage DSS3-P22	Microviridae	#CAA62B
MF098558	Pseudoalteromonas phage KB12-38	Unclassified	#D3D3D3
MH203051	Escherichia phage Gostya9	Demerecviridae	#EABE70
MH191398	Erwinia phage Faunus	Chaseviridae	#42DB2E
MH341453	Listeria phage PSU-VKH-LP041	Unclassified	#D3D3D3
MH341452	Listeria phage PSU-VKH-LP040	Unclassified	#D3D3D3
MH341451	Listeria phage PSU-VKH-LP019	Unclassified	#D3D3D3
MH000604	Streptococcus phage D1811	Aliceevansviridae	#BCA015
MH000603	Streptococcus phage D1024	Aliceevansviridae	#BCA015
MH000602	Streptococcus phage D5842	Aliceevansviridae	#BCA015
KY984068	Erwinia phage vB_EamM_Y3	Unclassified	#D3D3D3
MH243439	Escherichia phage vB_EcoM_NBG2	Straboviridae	#E82358
MG596800	Pseudomonas phage PMBT14	Unclassified	#D3D3D3
