gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
EWAKPAGN_CDS_0067	48498	48671	+	MN270259	-3.721371491473072	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0068	48733	48828	+	MN270259	-0.4351447919298168	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0069	48896	49933	+	MN270259	-43235.87142742992	25593	44.0	0.26	4.009e-07	p270852 VI_10200	25593	70.583321	2.524897185283805e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	25593	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0070	49888	50451	+	MN270259	-705136.8937020146	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	gb|AAY32951.1|ARO:3002837|lnuC [Streptococcus agalactiae] 	346.0	0.991	3.304e-112	Streptococcus agalactiae	ARO:3002837	lnuC	AAY32951.1	AY928180.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	11
EWAKPAGN_CDS_0071	50612	50743	+	MN270259	-0.5522488396066612	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0072	50862	51779	+	MN270259	-5054570.12663804	30333	130.0	0.327	3.902e-36	p76161 VI_12486	30333	181.749924	3.4211156533852916e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	30333	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0073	51948	51844	-	MN270259	-1.6371411420436015	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0074	52005	52607	+	MN270259	-6206.696514837166	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0075	52695	52862	+	MN270259	-3.2835992116807864	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0076	52939	53106	+	MN270259	-239.462141043954	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0077	53109	53927	+	MN270259	-11592089.9304039	25487	44.0	0.323	3.841e-08	NC_028748_p32	7882	82.370461	8.16361459103222e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	25487	PHANOTATE_1.5.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0078	54076	55431	+	MN270259	-787382522.5183141	116	206.0	0.543	7.6780000000000004e-62	p321505 VI_05690	116	366.301636	6.681245589906239e-109	No_custom_HMM	No_custom_HMM	No_custom_HMM	116	PHANOTATE_1.5.1	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0079	55406	55843	+	MN270259	-4011.803350212172	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0080	55854	56237	+	MN270259	-1956.257947735532	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0081	56246	56479	+	MN270259	-481.5655490880568	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0082	56482	57066	+	MN270259	-19090.57739417506	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0083	57144	57632	+	MN270259	-51022.37656300386	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0084	57632	59449	+	MN270259	-14600576001661.695	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0085	59467	59709	+	MN270259	-40.94550321574469	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0086	59728	60582	+	MN270259	-78548.93853432669	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0087	60644	60997	+	MN270259	-211.09645317850595	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0088	60975	63305	+	MN270259	-2.828979442366196e+17	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0089	63307	66108	+	MN270259	-9.241581864734314e+19	28649	47.0	0.294	7.14e-08	p125536 VI_05380	11037	48.226917	1.7151534727382388e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	28649	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0090	66246	67256	+	MN270259	-3371099384.064474	2158	54.0	0.207	2.723e-10	KY389063_p2	2158	85.315025	8.817716360335215e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	2158	PHANOTATE_1.5.1	CDS	#ff59f5	abortive infection resistance protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0091	67367	67654	+	MN270259	-11.661318102538065	28649	42.0	0.366	1.551e-06	p125536 VI_05380	28649	27.112103	4.087334867245988e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	28649	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0092	68561	67716	-	MN270259	-76090712.28885666	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0093	69148	68558	-	MN270259	-2840849.5735486844	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0094	69235	69444	+	MN270259	-2.2801738588330487	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0095	69428	74323	+	MN270259	-7.716297276526902e+36	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	VFG005366(gb|YP_001198331) (SSU05_0965) agglutinin receptor [Agglutinin receptor (VF1044) - Adherence (VFC0001)] [Streptococcus suis 05ZYH33] 	3066.0	0.902	0.0	Streptococcus suis 05ZYH33	SSU05_0965	agglutinin receptor	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0096	74324	74515	+	MN270259	-149.2301345637752	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0097	74499	75050	+	MN270259	-221888.76894400868	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0098	75099	80561	+	MN270259	-2.8031402890922334e+46	10089	374.0	0.218	2.65e-105	p120769 VI_04205	10089	848.342041	3.1111745005876094e-254	No_custom_HMM	No_custom_HMM	No_custom_HMM	10089	PHANOTATE_1.5.1	CDS	#ff59f5	DarB-like antirestriction	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0099	80660	80508	-	MN270259	-1.3115613604042866	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0100	81006	80758	-	MN270259	-1.832883993248932	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0101	81059	82837	+	MN270259	-2243918092941172.5	1423	226.0	0.398	1.783e-66	p68421 VI_04962	1423	312.309723	1.5794953005011107e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	1423	PHANOTATE_1.5.1	CDS	#ffdf59	Reverse transcriptase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0102	82975	84318	+	MN270259	-89093547988.84807	10089	225.0	0.4	2.552e-60	p120769 VI_04205	10089	315.140717	1.3291632931510768e-93	No_custom_HMM	No_custom_HMM	No_custom_HMM	10089	PHANOTATE_1.5.1	CDS	#ff59f5	DarB-like antirestriction	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0103	84389	84688	+	MN270259	-1397.6558817604691	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0104	84702	84992	+	MN270259	-173.98068763654865	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0105	85088	85726	+	MN270259	-116604.08903620589	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0106	85766	86842	+	MN270259	-8529812014.014286	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	6444	35.871376	7.755649316248093e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	6444	PHANOTATE_1.5.1	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0107	86896	87123	+	MN270259	-492.54841625481134	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0108	87120	87509	+	MN270259	-8570.900868456934	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0109	87499	87849	+	MN270259	-3649.040258613032	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0110	87919	88395	+	MN270259	-30982.28879970744	3	50.0	0.411	4.517e-11	p29899 VI_00998	8	59.276516	8.749198634776193e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	3	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0111	88395	89177	+	MN270259	-2358308.824160323	25145	111.0	0.359	4.689e-29	p25365 VI_11780	25145	144.481689	7.939876167470015e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	25145	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0112	89174	90403	+	MN270259	-5618241497021.0	9581	70.0	0.284	6.358e-15	p250485 VI_02803	9581	93.349884	3.4189393241158535e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	9581	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0113	90393	92012	+	MN270259	-294455513034778.4	7035	50.0	0.363	1.045e-08	p63435 VI_01633	7035	90.401642	1.9105979479205718e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	7035	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0114	92139	92399	+	MN270259	-0.2204372400753194	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0115	92396	92758	+	MN270259	-2781.688003305804	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0116	92761	93126	+	MN270259	-9210.006620332517	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0117	93113	94996	+	MN270259	-1.1219151506689009e+18	26285	77.0	0.313	3.749e-17	p682 VI_01291	26285	87.282387	2.1368532954244e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	26285	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0118	95093	96466	+	MN270259	-16193477880366.707	3677	47.0	0.284	2.97e-08	KY554771_p100	3677	161.929779	3.364304887774846e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	3677	PHANOTATE_1.5.1	CDS	#838383	protease	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0119	96507	97205	+	MN270259	-13072921.285182765	731	112.0	0.395	2.595e-30	p399702 VI_01090	731	200.809875	3.6560261447749913e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	731	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0120	97183	98526	+	MN270259	-190161006679734.9	857	52.0	0.242	2.59e-09	p280816 VI_02251	857	125.459999	6.990137085855972e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	857	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0121	98616	98753	+	MN270259	-0.4184879839644444	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0122	98716	99417	+	MN270259	-275461741.3994919	293	150.0	0.409	9.277e-43	p21813 VI_04201	293	226.774948	9.80969650562428e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	293	PHANOTATE_1.5.1	CDS	#ff59f5	ABC transporter	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0123	99410	100147	+	MN270259	-34224.59677201823	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0124	100125	100811	+	MN270259	-28770179.348992933	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0125	100872	101588	+	MN270259	-54160452.39682217	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0126	101747	101640	-	MN270259	-0.3484230464240848	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0127	101856	102260	+	MN270259	-41756.35759107469	13787	44.0	0.24	9.478e-08	p93169 VI_01256	13787	66.770531	5.241082264710038e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	13787	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0128	102516	102409	-	MN270259	-4.501038636698495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0129	102583	102711	+	MN270259	-1.075682716437524	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EWAKPAGN_CDS_0130	102765	104519	+	MN270259	-4.3541063944177526e+18	95	359.0	0.497	7.073e-112	p77578 VI_00064	95	461.665833	8.954246509931961e-138	No_custom_HMM	No_custom_HMM	No_custom_HMM	95	PHANOTATE_1.5.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
